display_name,phase_reached,drug_type,target,status_summary,trial_count,max_enrollment,sponsor,is_aribio,verification_status,classification_confidence,needs_manual_review,confirmed_trial_count,unverified_trial_count
3APS,Phase 3,Small Molecule,Amyloid,Unknown,2,950.0,Bellus Health Inc. - a GSK company,False,no_match,medium,True,0,2
AC-1204,Phase 3,Small Molecule,Other,Completed,1,418.0,Cerecin,False,no_match,medium,True,0,1
ACP-204,Phase 3,Small Molecule,Neuropsychiatric,Recruiting,2,1074.0,ACADIA Pharmaceuticals Inc.,False,no_match,medium,True,0,2
AG10,Phase 3,Small Molecule,Amyloid,Discontinued,1,0.0,"Eidos Therapeutics, a BridgeBio company",False,no_match,medium,True,0,1
AGB101,Phase 3,Small Molecule,Other,Completed,3,164.0,AgeneBio; Medical College of Wisconsin,False,no_match,medium,True,0,3
ANAVEX2-73,Phase 3,Small Molecule,Neuroprotection,Completed,2,300.0,Anavex Life Sciences Corp.,False,no_match,medium,True,0,2
AR1001,Phase 3,Small Molecule,Neuroprotection,Active,2,1535.0,"AriBio Co., Ltd.",True,pipeline_record_match_without_source,medium,True,2,0
ATH-1017,Phase 3,Small Molecule,Neuroprotection,Completed,3,554.0,LeonaBio,False,no_match,medium,True,0,3
AVP-786,Phase 3,Small Molecule,Neuropsychiatric,Completed,5,1197.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",False,no_match,medium,True,0,5
AVP-923,Phase 3,Small Molecule,Other,Completed,1,600.0,Avanir Pharmaceuticals,False,no_match,medium,True,0,1
AXS-05,Phase 3,Small Molecule,Neuropsychiatric,Completed,2,408.0,"Axsome Therapeutics, Inc.",False,no_match,medium,True,0,2
AXS-05 (dextromethorphan-bupropion),Phase 3,Small Molecule,Neuropsychiatric,Completed,2,456.0,"Axsome Therapeutics, Inc.",False,no_match,medium,True,0,2
Acoramidis,Phase 3,Small Molecule,Amyloid,Recruiting,3,632.0,"Eidos Therapeutics, a BridgeBio company",False,no_match,medium,True,0,3
Acoramidis (AG10),Phase 3,Small Molecule,Other,Recruiting,1,250.0,"Eidos Therapeutics, a BridgeBio company",False,no_match,medium,True,0,1
Aducanumab,Phase 3,Biologic,Amyloid,Discontinued,6,1696.0,Biogen,False,pipeline_record_match_without_source,medium,True,6,0
Aducanumab (BIIB037),Phase 3,Biologic,Amyloid,Discontinued,2,1653.0,Biogen,False,no_match,medium,True,0,2
"Angiotensin II receptor blocker (ARB, losartan) and calcium channel blocker (CCB, amlodipine)",Phase 3,Small Molecule,Other,Completed,1,513.0,University of Texas Southwestern Medical Center,False,no_match,medium,True,0,1
Aripiprazole,Phase 3,Small Molecule,Neuropsychiatric,Completed,3,125.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",False,no_match,medium,True,0,3
Aripiprazole (BMS-337039),Phase 3,Small Molecule,Neuropsychiatric,Completed,1,232.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",False,no_match,medium,True,0,1
Atabecestat,Phase 3,Small Molecule,Amyloid,Discontinued,2,557.0,"Janssen Research & Development, LLC",False,no_match,medium,True,0,2
Atorvastatin,Phase 3,Small Molecule,Metabolism,Completed,2,600.0,"Pfizer's Upjohn has merged with Mylan to form Viatris Inc.; University of Wisconsin, Madison",False,no_match,medium,True,0,2
Azeliragon,Phase 3,Small Molecule,Amyloid,Discontinued,3,880.0,vTv Therapeutics,False,no_match,medium,True,0,3
BPDO-1603,Phase 3,Small Molecule,Other,Unknown,2,712.0,"Hyundai Pharm; Hyundai Pharmaceutical Co., LTD.",False,no_match,medium,True,0,2
Bapineuzumab,Phase 3,Biologic,Amyloid,Discontinued,8,1100.0,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC; Pfizer; Wyeth is now a wholly owned subsidiary of Pfizer",False,no_match,medium,True,0,8
Baricitinib,Phase 3,Small Molecule,Other,Discontinued,2,17.0,Massachusetts General Hospital; Vanderbilt University Medical Center,False,no_match,medium,True,0,2
Brexpiprazole,Phase 3,Small Molecule,Neuropsychiatric,Completed,4,410.0,"Otsuka Pharmaceutical Co., Ltd.; Otsuka Pharmaceutical Development & Commercialization, Inc.",False,no_match,medium,True,0,4
"Brexpiprazole, OPC-34712",Phase 3,Small Molecule,Neuropsychiatric,Completed,2,433.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",False,no_match,medium,True,0,2
CBTi with Application,Phase 3,Other,Neuropsychiatric,Completed,1,60.0,Penn State University,False,no_match,medium,True,0,1
CNP520,Phase 3,Small Molecule,Amyloid,Discontinued,2,1145.0,Novartis Pharmaceuticals,False,no_match,medium,True,0,2
COR388,Phase 3,Small Molecule,Other,Completed,2,643.0,Cortexyme Inc.,False,no_match,medium,True,0,2
Caffeine,Phase 3,Small Molecule,Other,Recruiting,1,248.0,"University Hospital, Lille",False,no_match,medium,True,0,1
Cholinesterase Inhibitor,Phase 3,Small Molecule,Symptomatic,Completed,2,72.0,Sunnybrook Health Sciences Centre; VA Office of Research and Development,False,no_match,medium,True,0,2
Coconut Oil Beverage,Phase 3,Small Molecule,Other,Discontinued,1,21.0,University of South Florida,False,no_match,medium,True,0,1
Crenezumab,Phase 3,Biologic,Amyloid,Discontinued,6,813.0,"Genentech, Inc.; Hoffmann-La Roche",False,no_match,medium,True,0,6
DHA (Docosahexaenoic Acid),Phase 3,Small Molecule,Other,Completed,1,402.0,Alzheimer's Disease Cooperative Study (ADCS),False,no_match,medium,True,0,1
DMB-I (INN: Latrepirdine),Phase 3,Small Molecule,Neuroprotection,Recruiting,1,450.0,Bigespas LTD,False,no_match,medium,True,0,1
DatSCAN,Phase 3,Small Molecule,Other,Completed,1,326.0,GE Healthcare,False,no_match,medium,True,0,1
Dimebon,Phase 3,Small Molecule,Neuroprotection,Completed,14,1003.0,"Medivation, Inc.; Pfizer",False,no_match,medium,True,0,14
Dimebon (latrepirdine),Phase 3,Small Molecule,Neuroprotection,Discontinued,1,89.0,"Medivation, Inc.",False,no_match,medium,True,0,1
Dimebon for administration,Phase 3,Small Molecule,Neuroprotection,Discontinued,1,5.0,Pfizer,False,no_match,medium,True,0,1
Docosahexaenoic acid,Phase 3,Dietary Supplement,Other,Completed,1,31.0,University of Southern California,False,no_match,medium,True,0,1
Donanemab,Phase 3,Biologic,Amyloid,Recruiting,12,2996.0,Eli Lilly and Company; Paul S. Aisen,False,mixed,medium,True,11,1
Donepezil,Phase 3,Small Molecule,Symptomatic,Recruiting,9,915.0,"Asan Medical Center; Assistance Publique - Hôpitaux de Paris; Beersheva Mental Health Center; Eisai Inc.; Guang'anmen Hospital of China Academy of Chinese Medical Sciences; Icure Pharmaceutical Inc.; Merck Sharp & Dohme LLC; University Hospital, Lille; Vanderbilt University",False,no_match,medium,True,0,9
Donepezil (Aricept),Phase 3,Small Molecule,Symptomatic,Completed,1,249.0,Pfizer,False,no_match,medium,True,0,1
Donepezil drug treatment,Phase 3,Small Molecule,Symptomatic,Recruiting,1,186.0,Shanghai Jiao Tong University School of Medicine,False,no_match,medium,True,0,1
Donepezil hydrochloride,Phase 3,Small Molecule,Symptomatic,Completed,2,229.0,Eisai Inc.; Eisai Limited,False,no_match,medium,True,0,2
Dronabinol,Phase 3,Small Molecule,Neuropsychiatric,Recruiting,1,140.0,Benuvia Therapeutics Inc.,False,no_match,medium,True,0,1
E2020,Phase 3,Small Molecule,Symptomatic,Completed,3,351.0,"Eisai Co., Ltd.; Eisai Inc.; Eisai Limited",False,no_match,medium,True,0,3
ENA713,Phase 3,Small Molecule,Symptomatic,Completed,1,216.0,Novartis Pharmaceuticals,False,no_match,medium,True,0,1
EVP-6124,Phase 3,Small Molecule,Symptomatic,Discontinued,6,474.0,FORUM Pharmaceuticals Inc,False,no_match,medium,True,0,6
Elenbecestat,Phase 3,Small Molecule,Amyloid,Discontinued,1,2212.0,"Eisai Co., Ltd.",False,no_match,medium,True,0,1
Elontril,Phase 3,Small Molecule,Neuropsychiatric,Completed,1,110.0,"University Hospital, Bonn",False,no_match,medium,True,0,1
Epigallocatechin-Gallate,Phase 3,Small Molecule,Other,Completed,1,21.0,"Charite University, Berlin, Germany",False,no_match,medium,True,0,1
Escitalopram,Phase 3,Small Molecule,Neuropsychiatric,Active,2,187.0,JHSPH Center for Clinical Trials; University of British Columbia,False,no_match,medium,True,0,2
Experimental: ALZ-801,Phase 3,Small Molecule,Amyloid,Completed,2,325.0,Alzheon Inc.,False,no_match,medium,True,0,2
Fx-1006A,Phase 3,Small Molecule,Amyloid,Completed,2,128.0,Pfizer,False,no_match,medium,True,0,2
GV-971,Phase 3,Small Molecule,Amyloid,Discontinued,1,2046.0,"Green Valley (Shanghai) Pharmaceuticals Co., Ltd.",False,no_match,medium,True,0,1
GV1001,Phase 3,Small Molecule,Neuroprotection,Recruiting,4,750.0,"GemVax & Kael; Samsung Pharmaceutical Co., Ltd.",False,no_match,medium,True,0,4
Galantamine HBr,Phase 3,Small Molecule,Symptomatic,Completed,1,215.0,Xian-Janssen Pharmaceutical Ltd.,False,no_match,medium,True,0,1
Galantamine hydrobromide,Phase 3,Small Molecule,Symptomatic,Completed,11,1063.0,"Janssen Pharmaceutica N.V., Belgium; Janssen-Cilag S.p.A.; Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",False,no_match,medium,True,0,11
Gam-COVID-Vac,Phase 3,Biologic,Other,Unknown,1,2000.0,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",False,no_match,medium,True,0,1
Gantenerumab,Phase 3,Biologic,Amyloid,Completed,11,1382.0,Chugai Pharmaceutical; Hoffmann-La Roche; Washington University School of Medicine,False,mixed,medium,True,9,2
Ginkgo biloba,Phase 3,Small Molecule,Other,Completed,1,3069.0,National Center for Complementary and Integrative Health (NCCIH),False,no_match,medium,True,0,1
Ginkgo biloba dispersible,Phase 3,Small Molecule,Symptomatic,Unknown,1,240.0,The First Affiliated Hospital with Nanjing Medical University,False,no_match,medium,True,0,1
Guanfacine,Phase 3,Small Molecule,Other,Unknown,1,148.0,Imperial College London,False,no_match,medium,True,0,1
Huperzine A,Phase 3,Small Molecule,Symptomatic,Recruiting,3,720.0,"National Institute on Aging (NIA); Shandong Luye Pharmaceutical Co., Ltd.; Wanbangde Pharmaceutical Group Co., LTD",False,no_match,medium,True,0,3
Hydralazine hydrochloride,Phase 3,Small Molecule,Other,Unknown,1,424.0,Shahid Sadoughi University of Medical Sciences and Health Services,False,no_match,medium,True,0,1
INM-176,Phase 3,Small Molecule,Symptomatic,Completed,1,280.0,Whanin Pharmaceutical Company,False,no_match,medium,True,0,1
ITI-007,Phase 3,Small Molecule,Neuropsychiatric,Discontinued,2,177.0,"Intra-Cellular Therapies, Inc.",False,no_match,medium,True,0,2
Idalopirdine,Phase 3,Small Molecule,Symptomatic,Completed,5,1463.0,H. Lundbeck A/S,False,no_match,medium,True,0,5
Insulin (Humulin® R U-100),Phase 3,Device,Metabolism,Completed,2,240.0,University of Southern California; Wake Forest University Health Sciences,False,no_match,medium,True,0,2
Investigational drug,Phase 3,Small Molecule,Other,Discontinued,1,,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,1
KarXT,Phase 3,Small Molecule,Neuropsychiatric,Recruiting,8,1000.0,"Bristol-Myers Squibb; Karuna Therapeutics, Inc., a Bristol Myers Squibb company",False,no_match,medium,True,0,8
LMTM,Phase 3,Small Molecule,Tau,Discontinued,1,913.0,TauRx Therapeutics Ltd,False,no_match,medium,True,0,1
LY2062430,Phase 3,Small Molecule,Other,Completed,3,1040.0,Eli Lilly and Company,False,no_match,medium,True,0,3
LY450139,Phase 3,Small Molecule,Amyloid,Completed,3,1537.0,Eli Lilly and Company,False,no_match,medium,True,0,3
Lanabecestat,Phase 3,Small Molecule,Amyloid,Discontinued,3,2218.0,AstraZeneca,False,no_match,medium,True,0,3
Lecanemab,Phase 3,Biologic,Amyloid,Recruiting,7,1400.0,"Eisai Co., Ltd.; Eisai Inc.; Neurology Office of South Florida; Washington University School of Medicine; Zhejiang Provincial People's Hospital",False,mixed,medium,True,4,3
Longevinex brand resveratrol supplement,Phase 3,Dietary Supplement,Other,Discontinued,1,0.0,Medical College of Wisconsin,False,no_match,medium,True,0,1
MLC 901,Phase 3,Small Molecule,Other,Recruiting,1,350.0,Moleac Pte Ltd.,False,no_match,medium,True,0,1
MPC-7869,Phase 3,Small Molecule,Amyloid,Completed,3,1600.0,Myrexis Inc.,False,no_match,medium,True,0,3
MT-4666,Phase 3,Small Molecule,Other,Discontinued,2,450.0,Tanabe Pharma Corporation,False,no_match,medium,True,0,2
Masitinib,Phase 3,Small Molecule,Other,Completed,1,721.0,AB Science,False,no_match,medium,True,0,1
Masitinib (4.5),Phase 3,Small Molecule,Other,Recruiting,1,600.0,AB Science,False,no_match,medium,True,0,1
Melatonin,Phase 3,Small Molecule,Neuropsychiatric,Completed,1,,National Institute on Aging (NIA),False,no_match,medium,True,0,1
Methylphenidate,Phase 3,Small Molecule,Neuropsychiatric,Completed,1,200.0,Johns Hopkins Bloomberg School of Public Health,False,no_match,medium,True,0,1
Mirtazapine,Phase 3,Small Molecule,Neuropsychiatric,Completed,2,207.0,Brasilia University Hospital; University of Sussex,False,no_match,medium,True,0,2
Modafinil,Phase 3,Small Molecule,Neuropsychiatric,Completed,1,22.0,Brown University,False,no_match,medium,True,0,1
NE3107,Phase 3,Small Molecule,Inflammation,Completed,2,439.0,BioVie Inc.; Neurological Associates of West Los Angeles,False,no_match,medium,True,0,2
Nabilone,Phase 3,Small Molecule,Neuropsychiatric,Recruiting,2,112.0,Sunnybrook Health Sciences Centre,False,no_match,medium,True,0,2
Naproxen,Phase 3,Small Molecule,Inflammation,Completed,2,200.0,Douglas Mental Health University Institute; National Institute on Aging (NIA),False,no_match,medium,True,0,2
Naproxen Sodium (Aleve),Phase 3,Small Molecule,Inflammation,Completed,1,2625.0,Seattle Institute for Biomedical and Clinical Research,False,no_match,medium,True,0,1
Neramexane,Phase 3,Small Molecule,Other,Completed,1,400.0,Forest Laboratories,False,no_match,medium,True,0,1
Nilotinib BE,Phase 3,Small Molecule,Neuroprotection,Unknown,1,1275.0,"KeifeRx, LLC",False,no_match,medium,True,0,1
Nilvadipine,Phase 3,Small Molecule,Other,Completed,1,511.0,Prof Brian Lawlor,False,no_match,medium,True,0,1
Octohydroaminoacridine Succinate,Phase 3,Small Molecule,Symptomatic,Unknown,2,600.0,"Changchun Huayang High-tech Co., Ltd; Shanghai Mental Health Center",False,no_match,medium,True,0,2
Omega-3 treatment,Phase 3,Small Molecule,Other,Completed,1,774.0,"University Hospital, Toulouse",False,no_match,medium,True,0,1
P-tau217 Test,Phase 3,Non-Drug/Behavioral,Tau,Recruiting,1,3400.0,Eli Lilly and Company,False,no_match,medium,True,0,1
PM012,Phase 3,Small Molecule,Other,Unknown,2,312.0,"Mediforum Ltd., Co.; VTBIO Co. LTD",False,no_match,medium,True,0,2
Pimavanserin,Phase 3,Small Molecule,Neuropsychiatric,Completed,3,392.0,ACADIA Pharmaceuticals Inc.,False,no_match,medium,True,0,3
Piromelatine,Phase 3,Small Molecule,Other,Active,2,371.0,Neurim Pharmaceuticals Ltd.,False,no_match,medium,True,0,2
Prednisone,Phase 3,Small Molecule,Other,Completed,1,,National Institute on Aging (NIA),False,no_match,medium,True,0,1
RVT-101,Phase 3,Small Molecule,Other,Completed,3,1315.0,Axovant Sciences Ltd.,False,no_match,medium,True,0,3
Raloxifene,Phase 3,Small Molecule,Other,Completed,2,42.0,"Stanford University; University of Wisconsin, Madison",False,no_match,medium,True,0,2
Recombinant COVID-19 vaccine (adenovirus type 5 vector) for Inhalation (Ad5-nCoV-IH),Phase 3,Biologic,Other,Discontinued,1,0.0,CanSino Biologics Inc.,False,no_match,medium,True,0,1
Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Phase 3,Biologic,Other,Completed,4,44247.0,CanSino Biologics Inc.,False,no_match,medium,True,0,4
Remternetug,Phase 3,Small Molecule,Amyloid,Recruiting,4,1667.0,Eli Lilly and Company; Washington University School of Medicine,False,no_match,medium,True,0,4
"Resveratrol with Glucose, and Malate",Phase 3,Dietary Supplement,Metabolism,Completed,1,27.0,US Department of Veterans Affairs,False,no_match,medium,True,0,1
Rivastigmine,Phase 3,Small Molecule,Symptomatic,Completed,3,40.0,Federal University of Bahia; Novartis,False,no_match,medium,True,0,3
Rivastigmine patch,Phase 3,Small Molecule,Symptomatic,Completed,3,1040.0,Novartis; Novartis Pharmaceuticals,False,no_match,medium,True,0,3
Rosiglitazone,Phase 3,Small Molecule,Metabolism,Completed,11,1468.0,GlaxoSmithKline; US Department of Veterans Affairs; University of Washington,False,no_match,medium,True,0,11
Rotigotine,Phase 3,Small Molecule,Symptomatic,Recruiting,1,348.0,I.R.C.C.S. Fondazione Santa Lucia,False,no_match,medium,True,0,1
SK-PC-B70M,Phase 3,Small Molecule,Other,Completed,2,256.0,"SK Chemicals Co., Ltd.",False,no_match,medium,True,0,2
Semagludtide,Phase 3,Small Molecule,Metabolism,Completed,1,1840.0,Novo Nordisk A/S,False,no_match,medium,True,0,1
Semaglutide,Phase 3,Small Molecule,Metabolism,Completed,3,1840.0,"Novo Nordisk A/S; Rutgers, The State University of New Jersey",False,no_match,medium,True,0,3
Sertraline (Zoloft),Phase 3,Small Molecule,Neuropsychiatric,Completed,1,131.0,Johns Hopkins University,False,no_match,medium,True,0,1
Simufilam,Phase 3,Small Molecule,Amyloid,Completed,6,1125.0,"Cassava Sciences, Inc.",False,pipeline_record_match_without_source,medium,True,6,0
Simvastatin,Phase 3,Small Molecule,Metabolism,Completed,4,400.0,"National Institute on Aging (NIA); University of Massachusetts, Worcester; University of Wisconsin, Madison",False,no_match,medium,True,0,4
Sodium oligo-mannurarate,Phase 3,Small Molecule,Amyloid,Completed,1,818.0,"Shanghai Greenvalley Pharmaceutical Co., Ltd.",False,no_match,medium,True,0,1
Solanezumab,Phase 3,Biologic,Amyloid,Completed,6,2129.0,Eli Lilly and Company,False,no_match,medium,True,0,6
Suvorexant,Phase 3,Small Molecule,Neuropsychiatric,Completed,2,285.0,Merck Sharp & Dohme LLC; University of Minnesota,False,no_match,medium,True,0,2
T3D-959,Phase 3,Small Molecule,Metabolism,Recruiting,2,376.0,"T3D Therapeutics, Inc.",False,no_match,medium,True,0,2
TRx0237,Phase 3,Small Molecule,Other,Completed,4,891.0,TauRx Therapeutics Ltd,False,no_match,medium,True,0,4
Tafamidis,Phase 3,Small Molecule,Other,Completed,1,1733.0,Pfizer,False,no_match,medium,True,0,1
Talsaclidine,Phase 3,Small Molecule,Symptomatic,Discontinued,3,362.0,Boehringer Ingelheim,False,no_match,medium,True,0,3
Thalidomide,Phase 3,Small Molecule,Other,Unknown,1,20.0,Banner Health,False,no_match,medium,True,0,1
Tramiprosate (3APS),Phase 3,Small Molecule,Amyloid,Unknown,1,650.0,Bellus Health Inc. - a GSK company,False,no_match,medium,True,0,1
Trazodone,Phase 3,Small Molecule,Neuropsychiatric,Completed,2,100.0,Brasilia University Hospital; Johns Hopkins University,False,no_match,medium,True,0,2
Tricaprilin,Phase 3,Small Molecule,Metabolism,Recruiting,6,535.0,Cerecin,False,no_match,medium,True,0,6
Trontinemab,Phase 3,Biologic,Amyloid,Recruiting,3,1600.0,Hoffmann-La Roche,False,no_match,medium,True,0,3
Tylex,Phase 3,Small Molecule,Other,Recruiting,1,10.0,"Xuanwu Hospital, Beijing",False,no_match,medium,True,0,1
VP4896,Phase 3,Small Molecule,Other,Completed,1,555.0,Voyager Pharmaceutical Corporation,False,no_match,medium,True,0,1
Valproate,Phase 3,Small Molecule,Other,Completed,1,313.0,Alzheimer's Disease Cooperative Study (ADCS),False,no_match,medium,True,0,1
Verubecestat,Phase 3,Small Molecule,Amyloid,Discontinued,1,1454.0,Merck Sharp & Dohme LLC,False,no_match,medium,True,0,1
Vitamin D,Phase 3,Small Molecule,Symptomatic,Completed,1,90.0,"University Hospital, Angers",False,no_match,medium,True,0,1
Vitamin E,Phase 3,Small Molecule,Symptomatic,Completed,1,,National Institute on Aging (NIA),False,no_match,medium,True,0,1
Washout (2 wks),Phase 3,Device,Other,Completed,1,50.0,Seoul National University Bundang Hospital,False,no_match,medium,True,0,1
Wujia Yizhi granules,Phase 3,Small Molecule,Other,Recruiting,1,570.0,"Sichuan Jishengtang Pharmaceutical Co., Ltd.",False,no_match,medium,True,0,1
XTR006,Phase 3,Non-Drug/Behavioral,Other,Recruiting,2,354.0,Sinotau Pharmaceutical Group,False,no_match,medium,True,0,2
Xanamem,Phase 3,Small Molecule,Other,Active,2,247.0,Actinogen Medical,False,no_match,medium,True,0,2
[F-18]Flornaptitril,Phase 3,Small Molecule,Other,Recruiting,1,230.0,"CereMark Pharma, LLC",False,no_match,medium,True,0,1
atomoxetine hydrochloride,Phase 3,Small Molecule,Other,Completed,1,124.0,Eli Lilly and Company,False,no_match,medium,True,0,1
bifeprunox,Phase 3,Small Molecule,Neuropsychiatric,Discontinued,1,60.0,Solvay Pharmaceuticals,False,no_match,medium,True,0,1
buntanetap/posiphen,Phase 3,Small Molecule,Neuroprotection,Active,2,760.0,Annovis Bio Inc.,False,no_match,medium,True,0,2
citalopram,Phase 3,Small Molecule,Neuropsychiatric,Completed,1,186.0,JHSPH Center for Clinical Trials,False,no_match,medium,True,0,1
es-citalopram,Phase 3,Small Molecule,Symptomatic,Completed,1,60.0,New York State Psychiatric Institute,False,no_match,medium,True,0,1
estrogen,Phase 3,Small Molecule,Neuroprotection,Completed,3,120.0,National Center for Research Resources (NCRR); National Institute on Aging (NIA); US Department of Veterans Affairs,False,no_match,medium,True,0,3
galantamine,Phase 3,Small Molecule,Symptomatic,Completed,6,2051.0,"Janssen Pharmaceutical K.K.; Janssen Research & Development, LLC; Janssen, LP; Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",False,no_match,medium,True,0,6
icosapent ethyl (IPE),Phase 3,Small Molecule,Amyloid,Completed,1,131.0,VA Office of Research and Development,False,no_match,medium,True,0,1
indomethacin,Phase 3,Small Molecule,Other,Completed,1,160.0,Radboud University Medical Center,False,no_match,medium,True,0,1
lecozotan SR (SRA-333),Phase 3,Small Molecule,Symptomatic,Completed,1,250.0,Pfizer,False,no_match,medium,True,0,1
levetiracetam,Phase 3,Small Molecule,Other,Recruiting,5,120.0,Beth Israel Deaconess Medical Center; Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau; University of Minnesota; University of Oxford; Walter Reed National Military Medical Center,False,no_match,medium,True,0,5
memantine,Phase 3,Small Molecule,Symptomatic,Completed,6,677.0,"Forest Laboratories; H. Lundbeck A/S; Merz Pharmaceuticals GmbH; Stanford University; University Hospital, Lille",False,no_match,medium,True,0,6
memantine HCl,Phase 3,Small Molecule,Symptomatic,Completed,2,107.0,Forest Laboratories; Merz Pharmaceuticals GmbH,False,no_match,medium,True,0,2
metformin,Phase 3,Small Molecule,Metabolism,Recruiting,4,1200.0,"Columbia University; University College, London; University of Pennsylvania",False,no_match,medium,True,0,4
oculomotor measurements,Phase 3,Non-Drug/Behavioral,Other,Completed,1,65.0,Assistance Publique - Hôpitaux de Paris,False,no_match,medium,True,0,1
pioglitazone,Phase 3,Small Molecule,Metabolism,Discontinued,3,3494.0,National Institute on Aging (NIA); Takeda,False,no_match,medium,True,0,3
risperidone,Phase 3,Small Molecule,Neuropsychiatric,Completed,6,626.0,"Janssen Pharmaceutica N.V., Belgium; Janssen Pharmaceutical K.K.; Janssen, LP; Janssen-Cilag Pty Ltd; Johnson & Johnson Pharmaceutical Research & Development, L.L.C.; University of Pittsburgh",False,no_match,medium,True,0,6
semagacestat,Phase 3,Small Molecule,Amyloid,Completed,1,180.0,Eli Lilly and Company,False,no_match,medium,True,0,1
testosterone gel,Phase 3,Small Molecule,Other,Completed,1,22.0,University of Washington,False,no_match,medium,True,0,1
tributyrin,Phase 3,Dietary Supplement,Other,Recruiting,1,156.0,Universidad de Almeria,False,no_match,medium,True,0,1
xaliproden (SR57746A),Phase 3,Small Molecule,Neuroprotection,Completed,2,1455.0,Sanofi,False,no_match,medium,True,0,2
11C-ER176,Phase 2,Small Molecule,Amyloid,Recruiting,5,107.0,Columbia University; National Institute of Mental Health (NIMH); The Methodist Hospital Research Institute,False,no_match,medium,True,0,5
11C-PBR28,Phase 2,Small Molecule,Amyloid,Completed,2,60.0,Patrick Lao; University of Pennsylvania,False,no_match,medium,True,0,2
12 cm2 - 2 Active DMTS Patches,Phase 2,Small Molecule,Neuropsychiatric,Recruiting,1,150.0,"Teikoku Pharma USA, Inc.",False,no_match,medium,True,0,1
18F-92,Phase 2,Small Molecule,Amyloid,Unknown,1,50.0,First Affiliated Hospital of Fujian Medical University,False,no_match,medium,True,0,1
18F-AV-133,Phase 2,Small Molecule,Amyloid,Completed,1,30.0,Avid Radiopharmaceuticals,False,no_match,medium,True,0,1
18F-OP-801,Phase 2,Small Molecule,Other,Recruiting,1,65.0,"Ashvattha Therapeutics, Inc.",False,no_match,medium,True,0,1
2-hydroxybenzylamine acetate,Phase 2,Small Molecule,Other,Recruiting,1,48.0,MTI Biotech Inc,False,no_match,medium,True,0,1
250mg rilapladib,Phase 2,Small Molecule,Other,Completed,1,124.0,GlaxoSmithKline,False,no_match,medium,True,0,1
3TC,Phase 2,Small Molecule,Other,Completed,1,12.0,The University of Texas Health Science Center at San Antonio,False,no_match,medium,True,0,1
AAB-001,Phase 2,Small Molecule,Other,Unknown,1,,Pharmacology Research Institute,False,no_match,medium,True,0,1
AADvac1,Phase 2,Biologic,Tau,Completed,3,208.0,Axon Neuroscience SE,False,no_match,medium,True,0,3
ABBV-1758,Phase 2,Small Molecule,Tau,Recruiting,1,210.0,AbbVie,False,no_match,medium,True,0,1
ABBV-552,Phase 2,Small Molecule,Other,Completed,2,263.0,AbbVie,False,no_match,medium,True,0,2
ABBV-8E12,Phase 2,Small Molecule,Tau,Completed,1,453.0,AbbVie,False,no_match,medium,True,0,1
ABBV-916,Phase 2,Small Molecule,Amyloid,Completed,1,106.0,AbbVie,False,no_match,medium,True,0,1
ABT-089,Phase 2,Small Molecule,Symptomatic,Discontinued,3,337.0,Abbott,False,no_match,medium,True,0,3
ABT-126,Phase 2,Small Molecule,Symptomatic,Completed,7,438.0,"AbbVie (prior sponsor, Abbott); Abbott",False,no_match,medium,True,0,7
ABT-288,Phase 2,Small Molecule,Symptomatic,Completed,1,242.0,"AbbVie (prior sponsor, Abbott)",False,no_match,medium,True,0,1
ABT-384,Phase 2,Small Molecule,Symptomatic,Completed,1,267.0,"AbbVie (prior sponsor, Abbott)",False,no_match,medium,True,0,1
ABvac40,Phase 2,Biologic,Amyloid,Completed,2,134.0,Araclon Biotech S.L.,False,no_match,medium,True,0,2
AC-3933,Phase 2,Small Molecule,Symptomatic,Completed,1,171.0,"Sumitomo Pharma America, Inc.",False,no_match,medium,True,0,1
ACC-001,Phase 2,Biologic,Amyloid,Discontinued,1,53.0,Pfizer,False,no_match,medium,True,0,1
ACC-001 (vanutide cridificar),Phase 2,Biologic,Amyloid,Completed,1,126.0,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",False,no_match,medium,True,0,1
AD-35,Phase 2,Small Molecule,Other,Unknown,2,240.0,Zhejiang Hisun Pharmaceutical Co. Ltd.,False,no_match,medium,True,0,2
AD04,Phase 2,Small Molecule,Other,Active,1,122.0,ADvantage Therapeutics,False,no_match,medium,True,0,1
ADENOSINE TRIPHOSPHATE,Phase 2,Small Molecule,Other,Completed,1,20.0,Sara Varea,False,no_match,medium,True,0,1
AFFITOPE AD02,Phase 2,Biologic,Amyloid,Discontinued,3,194.0,Affiris AG,False,no_match,medium,True,0,3
AH110690 (18F),Phase 2,Small Molecule,Other,Completed,1,78.0,GE Healthcare,False,no_match,medium,True,0,1
